Name,Latitude,Longitude,Address
10983086190,18.5373452,-71.6313018,N/A
11004284325,18.7537394,-69.6369337,Shell
11004316937,18.6727085,-70.1746678,Texaco
11005968508,18.9702717,-69.3758551,N/A
11018734528,19.6062784,-70.9783645,Shell
11018736705,19.5982116,-70.9808993,EcoEsperanza
11018736964,19.57753,-70.9897195,Texaco
11023716577,19.5831922,-70.9867946,Texaco
11384871787,19.29928,-70.3481336,Estación Texaco Los Limones
11561852905,18.0541604,-71.7410887,ESTACION DE GAS
11585057855,18.7677127,-69.0419141,Total
11587455309,17.8961296,-71.2367151,Texaco
11610820529,19.2339714,-69.6055901,Texaco
11611617633,18.5979264,-68.4333184,Texaco
11627955379,19.4609795,-70.6858929,Texaco
11630873226,19.4858031,-70.6587947,Total
11635868671,18.3852518,-70.0528496,N/A
11639027851,19.4729989,-70.6315916,Shell
11672903641,19.4591147,-70.7001416,Texaco
11704764958,19.8878175,-70.9643917,Shell
11847830067,18.986225,-69.3824366,Gas GLP
11847854397,18.7765511,-69.2648961,Gas GLP
11860661340,19.7812199,-72.8006046,Total
11860718233,19.9343433,-72.8450039,Texaco
11895271821,18.6908734,-68.4382784,Texaco
